datestamp,country_code,marketing_channel,user_visits
2015-01-15,es,Display Ads,767
2015-01-15,es,KAYAK Deals Email,23
2015-01-15,es,Search Engine Ads,2884
2015-01-15,es,Search Engine Results,2001
2015-01-15,fr,Display Ads,715
2015-01-15,fr,KAYAK Deals Email,40
2015-01-15,fr,Search Engine Ads,2246
2015-01-15,fr,Search Engine Results,1635
2015-01-15,gb,Display Ads,892
2015-01-15,gb,KAYAK Deals Email,30
2015-01-15,gb,Search Engine Ads,404
2015-01-15,gb,Search Engine Results,1526
2015-01-15,gb,Travel Search Site,770
2015-01-15,it,Display Ads,348
2015-01-15,it,KAYAK Deals Email,20
2015-01-15,it,Search Engine Ads,1338
2015-01-15,it,Search Engine Results,882
2015-01-15,us,Display Ads,39434
2015-01-15,us,KAYAK Deals Email,4270
2015-01-15,us,Search Engine Ads,19166
2015-01-15,us,Search Engine Results,32831
2015-01-16,de,Display Ads,2024
2015-01-16,de,KAYAK Deals Email,74
2015-01-16,de,Search Engine Ads,2735
2015-01-16,de,Search Engine Results,1730
2015-01-16,es,Display Ads,740
2015-01-16,es,KAYAK Deals Email,37
2015-01-16,es,Search Engine Ads,2595
2015-01-16,es,Search Engine Results,1898
2015-01-16,fr,Display Ads,623
2015-01-16,fr,KAYAK Deals Email,30
2015-01-16,fr,Search Engine Ads,1938
2015-01-16,fr,Search Engine Results,1488
2015-01-16,gb,Display Ads,746
2015-01-16,gb,KAYAK Deals Email,27
2015-01-16,gb,Search Engine Ads,349
2015-01-16,gb,Search Engine Results,1320
2015-01-16,gb,Travel Search Site,811
2015-01-16,it,Display Ads,310
2015-01-16,it,KAYAK Deals Email,10
2015-01-16,it,Search Engine Ads,1381
2015-01-16,it,Search Engine Results,756
2015-01-16,us,Display Ads,35300
2015-01-16,us,KAYAK Deals Email,2196
2015-01-16,us,Search Engine Ads,18874
2015-01-16,us,Search Engine Results,29156
2015-01-17,de,Display Ads,2072
2015-01-17,de,KAYAK Deals Email,47
2015-01-17,de,Search Engine Ads,2497
2015-01-17,de,Search Engine Results,1617
2015-01-17,es,Display Ads,581
2015-01-17,es,KAYAK Deals Email,34
2015-01-17,es,Search Engine Ads,2098
2015-01-17,es,Search Engine Results,1649
2015-01-17,fr,Display Ads,500
2015-01-17,fr,KAYAK Deals Email,13
2015-01-17,fr,Search Engine Ads,1810
2015-01-17,fr,Search Engine Results,1460
2015-01-17,gb,Display Ads,612
2015-01-17,gb,KAYAK Deals Email,23
2015-01-17,gb,Search Engine Ads,368
2015-01-17,gb,Search Engine Results,1313
2015-01-17,gb,Travel Search Site,695
2015-01-17,it,Display Ads,203
2015-01-17,it,KAYAK Deals Email,3
2015-01-17,it,Search Engine Ads,1230
2015-01-17,it,Search Engine Results,699
2015-01-17,us,Display Ads,26448
2015-01-17,us,KAYAK Deals Email,1536
2015-01-17,us,Search Engine Ads,16910
2015-01-17,us,Search Engine Results,23634
2015-01-17,us,Travel Search Site,5
2015-01-18,de,Display Ads,2806
2015-01-18,de,KAYAK Deals Email,47
2015-01-18,de,Search Engine Ads,3585
2015-01-18,de,Search Engine Results,2465
2015-01-18,es,Display Ads,803
2015-01-18,es,KAYAK Deals Email,27
2015-01-18,es,Search Engine Ads,3240
2015-01-18,es,Search Engine Results,2358
2015-01-18,fr,Display Ads,745
2015-01-18,fr,KAYAK Deals Email,23
2015-01-18,fr,Search Engine Ads,2843
2015-01-18,fr,Search Engine Results,2404
2015-01-18,gb,Display Ads,737
2015-01-18,gb,KAYAK Deals Email,54
2015-01-18,gb,Search Engine Ads,413
2015-01-18,gb,Search Engine Results,1618
2015-01-18,gb,Travel Search Site,830
2015-01-18,it,Display Ads,274
2015-01-18,it,KAYAK Deals Email,10
2015-01-18,it,Search Engine Ads,1456
2015-01-18,it,Search Engine Results,851
2015-01-18,us,Display Ads,29508
2015-01-18,us,KAYAK Deals Email,1496
2015-01-18,us,Search Engine Ads,19445
2015-01-18,us,Search Engine Results,27005
2015-01-18,us,Travel Search Site,2
2015-01-19,de,Display Ads,2612
2015-01-19,de,KAYAK Deals Email,51
2015-01-19,de,Search Engine Ads,3312
2015-01-19,de,Search Engine Results,2242
2015-01-19,es,Display Ads,859
2015-01-19,es,KAYAK Deals Email,20
2015-01-19,es,Search Engine Ads,4153
2015-01-19,es,Search Engine Results,2875
2015-01-19,fr,Display Ads,718
2015-01-19,fr,KAYAK Deals Email,20
2015-01-19,fr,Search Engine Ads,3185
2015-01-19,fr,Search Engine Results,2117
2015-01-19,gb,Display Ads,742
2015-01-19,gb,KAYAK Deals Email,23
2015-01-19,gb,Search Engine Ads,469
2015-01-19,gb,Search Engine Results,1744
2015-01-19,gb,Travel Search Site,902
2015-01-19,it,Display Ads,363
2015-01-19,it,KAYAK Deals Email,6
2015-01-19,it,Search Engine Ads,1923
2015-01-19,it,Search Engine Results,948
2015-01-19,us,Display Ads,38168
2015-01-19,us,KAYAK Deals Email,1659
2015-01-19,us,Search Engine Ads,22794
2015-01-19,us,Search Engine Results,32416
2015-01-19,us,Travel Search Site,2
2015-01-20,de,Display Ads,2392
2015-01-20,de,KAYAK Deals Email,34
2015-01-20,de,Search Engine Ads,3248
2015-01-20,de,Search Engine Results,2142
2015-01-20,es,Display Ads,904
2015-01-20,es,KAYAK Deals Email,30
2015-01-20,es,Search Engine Ads,4252
2015-01-20,es,Search Engine Results,2824
2015-01-20,fr,Display Ads,664
2015-01-20,fr,KAYAK Deals Email,30
2015-01-20,fr,Search Engine Ads,2711
2015-01-20,fr,Search Engine Results,2074
2015-01-20,gb,Display Ads,786
2015-01-20,gb,KAYAK Deals Email,34
2015-01-20,gb,Search Engine Ads,362
2015-01-20,gb,Search Engine Results,1653
2015-01-20,gb,Travel Search Site,852
2015-01-20,it,Display Ads,366
2015-01-20,it,KAYAK Deals Email,3
2015-01-20,it,Search Engine Ads,1663
2015-01-20,it,Search Engine Results,955
2015-01-20,us,Display Ads,43482
2015-01-20,us,KAYAK Deals Email,1496
2015-01-20,us,Search Engine Ads,23004
2015-01-20,us,Search Engine Results,34005
2015-01-20,us,Travel Search Site,8
2015-01-21,de,Display Ads,2304
2015-01-21,de,KAYAK Deals Email,34
2015-01-21,de,Search Engine Ads,2951
2015-01-21,de,Search Engine Results,1890
2015-01-21,es,Display Ads,863
2015-01-21,es,KAYAK Deals Email,47
2015-01-21,es,Search Engine Ads,3994
2015-01-21,es,Search Engine Results,2404
2015-01-21,fr,Display Ads,671
2015-01-21,fr,KAYAK Deals Email,30
2015-01-21,fr,Search Engine Ads,2832
2015-01-21,fr,Search Engine Results,1995
2015-01-21,gb,Display Ads,780
2015-01-21,gb,KAYAK Deals Email,34
2015-01-21,gb,Search Engine Ads,384
2015-01-21,gb,Search Engine Results,1504
2015-01-21,gb,Travel Search Site,1017
2015-01-21,it,Display Ads,344
2015-01-21,it,KAYAK Deals Email,6
2015-01-21,it,Search Engine Ads,1593
2015-01-21,it,Search Engine Results,851
2015-01-21,us,Display Ads,39755
2015-01-21,us,KAYAK Deals Email,1465
2015-01-21,us,Search Engine Ads,21420
2015-01-21,us,Search Engine Results,32762
2015-01-22,de,Display Ads,2223
2015-01-22,de,KAYAK Deals Email,44
2015-01-22,de,Search Engine Ads,2780
2015-01-22,de,Search Engine Results,1748
2015-01-22,es,Display Ads,815
2015-01-22,es,KAYAK Deals Email,23
2015-01-22,es,Search Engine Ads,3911
2015-01-22,es,Search Engine Results,2387
2015-01-22,fr,Display Ads,747
2015-01-22,fr,KAYAK Deals Email,23
2015-01-22,fr,Search Engine Ads,2635
2015-01-22,fr,Search Engine Results,1765
2015-01-22,gb,Display Ads,765
2015-01-22,gb,KAYAK Deals Email,64
2015-01-22,gb,Search Engine Ads,389
2015-01-22,gb,Search Engine Results,1377
2015-01-22,gb,Travel Search Site,737
2015-01-22,it,Display Ads,310
2015-01-22,it,KAYAK Deals Email,23
2015-01-22,it,Search Engine Ads,1559
2015-01-22,it,Search Engine Results,855
2015-01-22,us,Display Ads,37853
2015-01-22,us,KAYAK Deals Email,9543
2015-01-22,us,Search Engine Ads,20655
2015-01-22,us,Search Engine Results,31229
2015-01-23,de,Display Ads,1940
2015-01-23,de,KAYAK Deals Email,74
2015-01-23,de,Search Engine Ads,2750
2015-01-23,de,Search Engine Results,1532
2015-01-23,es,Display Ads,687
2015-01-23,es,KAYAK Deals Email,30
2015-01-23,es,Search Engine Ads,3467
2015-01-23,es,Search Engine Results,1926
2015-01-23,fr,Display Ads,628
2015-01-23,fr,KAYAK Deals Email,6
2015-01-23,fr,Search Engine Ads,2698
2015-01-23,fr,Search Engine Results,1536
2015-01-23,gb,Display Ads,761
2015-01-23,gb,KAYAK Deals Email,44
2015-01-23,gb,Search Engine Ads,428
2015-01-23,gb,Search Engine Results,1297
2015-01-23,gb,Travel Search Site,687
2015-01-23,it,Display Ads,287
2015-01-23,it,KAYAK Deals Email,23
2015-01-23,it,Search Engine Ads,1397
2015-01-23,it,Search Engine Results,736
2015-01-23,us,Display Ads,40681
2015-01-23,us,KAYAK Deals Email,3223
2015-01-23,us,Search Engine Ads,20360
2015-01-23,us,Search Engine Results,27507
2015-01-24,de,Display Ads,1965
2015-01-24,de,KAYAK Deals Email,95
2015-01-24,de,Search Engine Ads,2941
2015-01-24,de,Search Engine Results,1602
2015-01-24,es,Display Ads,563
2015-01-24,es,KAYAK Deals Email,10
2015-01-24,es,Search Engine Ads,2887
2015-01-24,es,Search Engine Results,1585
2015-01-24,fr,Display Ads,586
2015-01-24,fr,KAYAK Deals Email,3
2015-01-24,fr,Search Engine Ads,2581
2015-01-24,fr,Search Engine Results,1642
2015-01-24,gb,Display Ads,671
2015-01-24,gb,KAYAK Deals Email,20
2015-01-24,gb,Search Engine Ads,420
2015-01-24,gb,Search Engine Results,1227
2015-01-24,gb,Travel Search Site,654
2015-01-24,it,Display Ads,252
2015-01-24,it,KAYAK Deals Email,3
2015-01-24,it,Search Engine Ads,1109
2015-01-24,it,Search Engine Results,669
2015-01-24,us,Display Ads,26638
2015-01-24,us,KAYAK Deals Email,1713
2015-01-24,us,Search Engine Ads,18815
2015-01-24,us,Search Engine Results,23437
2015-01-24,us,Travel Search Site,5
2015-01-25,de,Display Ads,2748
2015-01-25,de,KAYAK Deals Email,91
2015-01-25,de,Search Engine Ads,3750
2015-01-25,de,Search Engine Results,2501
2015-01-25,es,Display Ads,901
2015-01-25,es,KAYAK Deals Email,44
2015-01-25,es,Search Engine Ads,4434
2015-01-25,es,Search Engine Results,2782
2015-01-25,fr,Display Ads,780
2015-01-25,fr,KAYAK Deals Email,13
2015-01-25,fr,Search Engine Ads,3570
2015-01-25,fr,Search Engine Results,2360
2015-01-25,gb,Display Ads,846
2015-01-25,gb,KAYAK Deals Email,17
2015-01-25,gb,Search Engine Ads,551
2015-01-25,gb,Search Engine Results,1713
2015-01-25,gb,Travel Search Site,921
2015-01-25,it,Display Ads,348
2015-01-25,it,KAYAK Deals Email,20
2015-01-25,it,Search Engine Ads,1484
2015-01-25,it,Search Engine Results,815
2015-01-25,us,Display Ads,30724
2015-01-25,us,KAYAK Deals Email,1625
2015-01-25,us,Search Engine Ads,21037
2015-01-25,us,Search Engine Results,27163
2015-01-25,us,Travel Search Site,2
2015-01-26,de,Display Ads,2372
2015-01-26,de,KAYAK Deals Email,47
2015-01-26,de,Search Engine Ads,3698
2015-01-26,de,Search Engine Results,2086
2015-01-26,es,Display Ads,1004
2015-01-26,es,KAYAK Deals Email,27
2015-01-26,es,Search Engine Ads,5408
2015-01-26,es,Search Engine Results,3349
2015-01-26,fr,Display Ads,810
2015-01-26,fr,KAYAK Deals Email,37
2015-01-26,fr,Search Engine Ads,3543
2015-01-26,fr,Search Engine Results,2355
2015-01-26,gb,Display Ads,875
2015-01-26,gb,KAYAK Deals Email,61
2015-01-26,gb,Search Engine Ads,652
2015-01-26,gb,Search Engine Results,1732
2015-01-26,gb,Travel Search Site,869
2015-01-26,it,Display Ads,316
2015-01-26,it,KAYAK Deals Email,13
2015-01-26,it,Search Engine Ads,1827
2015-01-26,it,Search Engine Results,883
2015-01-26,us,Display Ads,40444
2015-01-26,us,KAYAK Deals Email,1853
2015-01-26,us,Search Engine Ads,22908
2015-01-26,us,Search Engine Results,33161
2015-01-26,us,Travel Search Site,2
2015-01-27,de,Display Ads,2344
2015-01-27,de,KAYAK Deals Email,71
2015-01-27,de,Search Engine Ads,3609
2015-01-27,de,Search Engine Results,2026
2015-01-27,es,Display Ads,1033
2015-01-27,es,KAYAK Deals Email,40
2015-01-27,es,Search Engine Ads,5329
2015-01-27,es,Search Engine Results,3377
2015-01-27,fr,Display Ads,786
2015-01-27,fr,KAYAK Deals Email,61
2015-01-27,fr,Search Engine Ads,3329
2015-01-27,fr,Search Engine Results,2281
2015-01-27,gb,Display Ads,888
2015-01-27,gb,KAYAK Deals Email,30
2015-01-27,gb,Search Engine Ads,524
2015-01-27,gb,Search Engine Results,1594
2015-01-27,gb,Travel Search Site,910
2015-01-27,it,Display Ads,345
2015-01-27,it,KAYAK Deals Email,20
2015-01-27,it,Search Engine Ads,1697
2015-01-27,it,Search Engine Results,927
2015-01-27,us,Display Ads,44393
2015-01-27,us,KAYAK Deals Email,1482
2015-01-27,us,Search Engine Ads,24144
2015-01-27,us,Search Engine Results,34713
2015-01-27,us,Travel Search Site,2
2015-01-28,de,Display Ads,2327
2015-01-28,de,KAYAK Deals Email,23
2015-01-28,de,Search Engine Ads,3460
2015-01-28,de,Search Engine Results,1795
2015-01-28,es,Display Ads,1071
2015-01-28,es,KAYAK Deals Email,27
2015-01-28,es,Search Engine Ads,5074
2015-01-28,es,Search Engine Results,2940
2015-01-28,fr,Display Ads,852
2015-01-28,fr,KAYAK Deals Email,34
2015-01-28,fr,Search Engine Ads,3560
2015-01-28,fr,Search Engine Results,2204
2015-01-28,gb,Display Ads,834
2015-01-28,gb,KAYAK Deals Email,64
2015-01-28,gb,Search Engine Ads,458
2015-01-28,gb,Search Engine Results,1571
2015-01-28,gb,Travel Search Site,866
2015-01-28,it,Display Ads,420
2015-01-28,it,KAYAK Deals Email,13
2015-01-28,it,Search Engine Ads,1644
2015-01-28,it,Search Engine Results,891
2015-01-28,us,Display Ads,50682
2015-01-28,us,KAYAK Deals Email,4335
2015-01-28,us,Search Engine Ads,22794
2015-01-28,us,Search Engine Results,33779
2015-01-29,de,Display Ads,2180
2015-01-29,de,KAYAK Deals Email,129
2015-01-29,de,Search Engine Ads,2948
2015-01-29,de,Search Engine Results,1663
2015-01-29,es,Display Ads,912
2015-01-29,es,KAYAK Deals Email,23
2015-01-29,es,Search Engine Ads,4653
2015-01-29,es,Search Engine Results,2776
2015-01-29,fr,Display Ads,787
2015-01-29,fr,KAYAK Deals Email,37
2015-01-29,fr,Search Engine Ads,3305
2015-01-29,fr,Search Engine Results,2219
2015-01-29,gb,Display Ads,1212
2015-01-29,gb,KAYAK Deals Email,47
2015-01-29,gb,Search Engine Ads,510
2015-01-29,gb,Search Engine Results,1428
2015-01-29,gb,Travel Search Site,651
2015-01-29,it,Display Ads,380
2015-01-29,it,KAYAK Deals Email,6
2015-01-29,it,Search Engine Ads,1504
2015-01-29,it,Search Engine Results,881
2015-01-29,us,Display Ads,38172
2015-01-29,us,KAYAK Deals Email,2468
2015-01-29,us,Search Engine Ads,20377
2015-01-29,us,Search Engine Results,31863
2015-01-30,de,Display Ads,1956
2015-01-30,de,KAYAK Deals Email,44
2015-01-30,de,Search Engine Ads,2898
2015-01-30,de,Search Engine Results,1428
2015-01-30,es,Display Ads,788
2015-01-30,es,KAYAK Deals Email,17
2015-01-30,es,Search Engine Ads,3953
2015-01-30,es,Search Engine Results,2052
2015-01-30,fr,Display Ads,668
2015-01-30,fr,KAYAK Deals Email,23
2015-01-30,fr,Search Engine Ads,2901
2015-01-30,fr,Search Engine Results,1840
2015-01-30,gb,Display Ads,1068
2015-01-30,gb,KAYAK Deals Email,34
2015-01-30,gb,Search Engine Ads,446
2015-01-30,gb,Search Engine Results,1225
2015-01-30,gb,Travel Search Site,632
2015-01-30,it,Display Ads,353
2015-01-30,it,KAYAK Deals Email,6
2015-01-30,it,Search Engine Ads,1429
2015-01-30,it,Search Engine Results,807
2015-01-30,us,Display Ads,35002
2015-01-30,us,KAYAK Deals Email,1309
2015-01-30,us,Search Engine Ads,22675
2015-01-30,us,Search Engine Results,28549
2015-01-31,de,Display Ads,1788
2015-01-31,de,KAYAK Deals Email,37
2015-01-31,de,Search Engine Ads,2707
2015-01-31,de,Search Engine Results,1506
2015-01-31,es,Display Ads,678
2015-01-31,es,KAYAK Deals Email,20
2015-01-31,es,Search Engine Ads,3326
2015-01-31,es,Search Engine Results,1906
2015-01-31,fr,Display Ads,1193
2015-01-31,fr,KAYAK Deals Email,13
2015-01-31,fr,Search Engine Ads,2882
2015-01-31,fr,Search Engine Results,1898
2015-01-31,gb,Display Ads,676
2015-01-31,gb,KAYAK Deals Email,44
2015-01-31,gb,Search Engine Ads,434
2015-01-31,gb,Search Engine Results,1207
2015-01-31,gb,Travel Search Site,621
2015-01-31,it,Display Ads,274
2015-01-31,it,KAYAK Deals Email,17
2015-01-31,it,Search Engine Ads,1170
2015-01-31,it,Search Engine Results,673
2015-01-31,us,Display Ads,27845
2015-01-31,us,KAYAK Deals Email,1336
2015-01-31,us,Search Engine Ads,20855
2015-01-31,us,Search Engine Results,24544
2015-01-31,us,Travel Search Site,11
2015-02-01,de,Display Ads,2590
2015-02-01,de,KAYAK Deals Email,23
2015-02-01,de,Search Engine Ads,3894
2015-02-01,de,Search Engine Results,2235
2015-02-01,es,Display Ads,951
2015-02-01,es,KAYAK Deals Email,47
2015-02-01,es,Search Engine Ads,4973
2015-02-01,es,Search Engine Results,2745
2015-02-01,fr,Display Ads,873
2015-02-01,fr,KAYAK Deals Email,71
2015-02-01,fr,Search Engine Ads,3541
2015-02-01,fr,Search Engine Results,2738
2015-02-01,gb,Display Ads,796
2015-02-01,gb,KAYAK Deals Email,30
2015-02-01,gb,Search Engine Ads,511
2015-02-01,gb,Search Engine Results,1697
2015-02-01,gb,Travel Search Site,772
2015-02-01,it,Display Ads,388
2015-02-01,it,KAYAK Deals Email,20
2015-02-01,it,Search Engine Ads,1549
2015-02-01,it,Search Engine Results,821
2015-02-01,us,Display Ads,30222
2015-02-01,us,KAYAK Deals Email,1135
2015-02-01,us,Search Engine Ads,20423
2015-02-01,us,Search Engine Results,26969
2015-02-01,us,Travel Search Site,8
2015-02-02,de,Display Ads,2422
2015-02-02,de,KAYAK Deals Email,37
2015-02-02,de,Search Engine Ads,3967
2015-02-02,de,Search Engine Results,1917
2015-02-02,es,Display Ads,1179
2015-02-02,es,KAYAK Deals Email,37
2015-02-02,es,Search Engine Ads,5768
2015-02-02,es,Search Engine Results,2859
2015-02-02,fr,Display Ads,1376
2015-02-02,fr,KAYAK Deals Email,20
2015-02-02,fr,Search Engine Ads,3715
2015-02-02,fr,Search Engine Results,2265
2015-02-02,gb,Display Ads,1515
2015-02-02,gb,KAYAK Deals Email,44
2015-02-02,gb,Search Engine Ads,547
2015-02-02,gb,Search Engine Results,1782
2015-02-02,gb,Travel Search Site,918
2015-02-02,it,Display Ads,414
2015-02-02,it,KAYAK Deals Email,17
2015-02-02,it,Search Engine Ads,1591
2015-02-02,it,Search Engine Results,934
2015-02-02,us,Display Ads,45568
2015-02-02,us,KAYAK Deals Email,1700
2015-02-02,us,Search Engine Ads,32132
2015-02-02,us,Search Engine Results,38874
2015-02-02,us,Travel Search Site,13
2015-02-03,de,Display Ads,2254
2015-02-03,de,KAYAK Deals Email,34
2015-02-03,de,Search Engine Ads,3780
2015-02-03,de,Search Engine Results,1941
2015-02-03,es,Display Ads,981
2015-02-03,es,KAYAK Deals Email,30
2015-02-03,es,Search Engine Ads,5435
2015-02-03,es,Search Engine Results,2789
2015-02-03,fr,Display Ads,1354
2015-02-03,fr,KAYAK Deals Email,44
2015-02-03,fr,Search Engine Ads,3540
2015-02-03,fr,Search Engine Results,2342
2015-02-03,gb,Display Ads,1080
2015-02-03,gb,KAYAK Deals Email,37
2015-02-03,gb,Search Engine Ads,473
2015-02-03,gb,Search Engine Results,1682
2015-02-03,gb,Travel Search Site,852
2015-02-03,it,Display Ads,328
2015-02-03,it,KAYAK Deals Email,37
2015-02-03,it,Search Engine Ads,1776
2015-02-03,it,Search Engine Results,920
2015-02-03,us,Display Ads,46769
2015-02-03,us,KAYAK Deals Email,2985
2015-02-03,us,Search Engine Ads,35134
2015-02-03,us,Search Engine Results,39990
2015-02-03,us,Travel Search Site,8
2015-02-04,de,Display Ads,2262
2015-02-04,de,KAYAK Deals Email,57
2015-02-04,de,Search Engine Ads,3905
2015-02-04,de,Search Engine Results,1940
2015-02-04,es,Display Ads,953
2015-02-04,es,KAYAK Deals Email,37
2015-02-04,es,Search Engine Ads,5246
2015-02-04,es,Search Engine Results,2749
2015-02-04,fr,Display Ads,1304
2015-02-04,fr,KAYAK Deals Email,44
2015-02-04,fr,Search Engine Ads,3666
2015-02-04,fr,Search Engine Results,2777
2015-02-04,fr,Travel Search Site,2
2015-02-04,gb,Display Ads,883
2015-02-04,gb,KAYAK Deals Email,57
2015-02-04,gb,Search Engine Ads,562
2015-02-04,gb,Search Engine Results,1636
2015-02-04,gb,Travel Search Site,852
2015-02-04,it,Display Ads,422
2015-02-04,it,KAYAK Deals Email,40
2015-02-04,it,Search Engine Ads,1992
2015-02-04,it,Search Engine Results,1134
2015-02-04,us,Display Ads,45714
2015-02-04,us,KAYAK Deals Email,7435
2015-02-04,us,Search Engine Ads,34631
2015-02-04,us,Search Engine Results,40283
2015-02-05,de,Display Ads,1990
2015-02-05,de,KAYAK Deals Email,47
2015-02-05,de,Search Engine Ads,3561
2015-02-05,de,Search Engine Results,1644
2015-02-05,es,Display Ads,749
2015-02-05,es,KAYAK Deals Email,13
2015-02-05,es,Search Engine Ads,4679
2015-02-05,es,Search Engine Results,2378
2015-02-05,fr,Display Ads,887
2015-02-05,fr,KAYAK Deals Email,34
2015-02-05,fr,Search Engine Ads,3572
2015-02-05,fr,Search Engine Results,1792
2015-02-05,gb,Display Ads,947
2015-02-05,gb,KAYAK Deals Email,13
2015-02-05,gb,Search Engine Ads,448
2015-02-05,gb,Search Engine Results,1414
2015-02-05,gb,Travel Search Site,715
2015-02-05,it,Display Ads,323
2015-02-05,it,KAYAK Deals Email,27
2015-02-05,it,Search Engine Ads,1731
2015-02-05,it,Search Engine Results,894
2015-02-05,us,Display Ads,40986
2015-02-05,us,KAYAK Deals Email,6470
2015-02-05,us,Search Engine Ads,35950
2015-02-05,us,Search Engine Results,37134
2015-02-05,us,Travel Search Site,2
2015-02-06,de,Display Ads,2002
2015-02-06,de,KAYAK Deals Email,51
2015-02-06,de,Search Engine Ads,3096
2015-02-06,de,Search Engine Results,1665
2015-02-06,es,Display Ads,848
2015-02-06,es,KAYAK Deals Email,68
2015-02-06,es,Search Engine Ads,3761
2015-02-06,es,Search Engine Results,2133
2015-02-06,fr,Display Ads,907
2015-02-06,fr,KAYAK Deals Email,44
2015-02-06,fr,Search Engine Ads,3188
2015-02-06,fr,Search Engine Results,1957
2015-02-06,gb,Display Ads,962
2015-02-06,gb,KAYAK Deals Email,37
2015-02-06,gb,Search Engine Ads,451
2015-02-06,gb,Search Engine Results,1417
2015-02-06,gb,Travel Search Site,602
2015-02-06,it,Display Ads,316
2015-02-06,it,KAYAK Deals Email,30
2015-02-06,it,Search Engine Ads,1517
2015-02-06,it,Search Engine Results,891
2015-02-06,us,Display Ads,40104
2015-02-06,us,KAYAK Deals Email,3134
2015-02-06,us,Search Engine Ads,33755
2015-02-06,us,Search Engine Results,35059
2015-02-07,de,Display Ads,1984
2015-02-07,de,KAYAK Deals Email,78
2015-02-07,de,Search Engine Ads,3034
2015-02-07,de,Search Engine Results,1712
2015-02-07,es,Display Ads,767
2015-02-07,es,KAYAK Deals Email,40
2015-02-07,es,Search Engine Ads,3365
2015-02-07,es,Search Engine Results,1979
2015-02-07,fr,Display Ads,902
2015-02-07,fr,KAYAK Deals Email,40
2015-02-07,fr,Search Engine Ads,2901
2015-02-07,fr,Search Engine Results,3034
2015-02-07,gb,Display Ads,797
2015-02-07,gb,KAYAK Deals Email,71
2015-02-07,gb,Search Engine Ads,393
2015-02-07,gb,Search Engine Results,1449
2015-02-07,gb,Travel Search Site,561
2015-02-07,it,Display Ads,320
2015-02-07,it,KAYAK Deals Email,17
2015-02-07,it,Search Engine Ads,1281
2015-02-07,it,Search Engine Results,872
2015-02-07,us,Display Ads,34371
2015-02-07,us,KAYAK Deals Email,2369
2015-02-07,us,Search Engine Ads,28936
2015-02-07,us,Search Engine Results,30729
2015-02-08,de,Display Ads,2885
2015-02-08,de,KAYAK Deals Email,91
2015-02-08,de,Search Engine Ads,4204
2015-02-08,de,Search Engine Results,2587
2015-02-08,es,Display Ads,1037
2015-02-08,es,KAYAK Deals Email,47
2015-02-08,es,Search Engine Ads,4592
2015-02-08,es,Search Engine Results,2764
2015-02-08,fr,Display Ads,1382
2015-02-08,fr,KAYAK Deals Email,88
2015-02-08,fr,Search Engine Ads,3704
2015-02-08,fr,Search Engine Results,4514
2015-02-08,gb,Display Ads,1043
2015-02-08,gb,KAYAK Deals Email,88
2015-02-08,gb,Search Engine Ads,611
2015-02-08,gb,Search Engine Results,1906
2015-02-08,gb,Travel Search Site,858
2015-02-08,it,Display Ads,392
2015-02-08,it,KAYAK Deals Email,6
2015-02-08,it,Search Engine Ads,1756
2015-02-08,it,Search Engine Results,1063
2015-02-08,us,Display Ads,44746
2015-02-08,us,KAYAK Deals Email,2781
2015-02-08,us,Search Engine Ads,36927
2015-02-08,us,Search Engine Results,39826
2015-02-08,us,Travel Search Site,2
2015-02-09,de,Display Ads,2606
2015-02-09,de,KAYAK Deals Email,20
2015-02-09,de,Search Engine Ads,4111
2015-02-09,de,Search Engine Results,2334
2015-02-09,es,Display Ads,1205
2015-02-09,es,KAYAK Deals Email,44
2015-02-09,es,Search Engine Ads,6013
2015-02-09,es,Search Engine Results,3113
2015-02-09,fr,Display Ads,1303
2015-02-09,fr,KAYAK Deals Email,64
2015-02-09,fr,Search Engine Ads,4389
2015-02-09,fr,Search Engine Results,4077
2015-02-09,gb,Display Ads,1705
2015-02-09,gb,KAYAK Deals Email,51
2015-02-09,gb,Search Engine Ads,610
2015-02-09,gb,Search Engine Results,1953
2015-02-09,gb,Travel Search Site,951
2015-02-09,it,Display Ads,465
2015-02-09,it,KAYAK Deals Email,13
2015-02-09,it,Search Engine Ads,1964
2015-02-09,it,Search Engine Results,1230
2015-02-09,us,Display Ads,58868
2015-02-09,us,KAYAK Deals Email,2998
2015-02-09,us,Search Engine Ads,44615
2015-02-09,us,Search Engine Results,48818
2015-02-09,us,Travel Search Site,5
2015-02-10,de,Display Ads,2447
2015-02-10,de,KAYAK Deals Email,37
2015-02-10,de,Search Engine Ads,3874
2015-02-10,de,Search Engine Results,2153
2015-02-10,es,Display Ads,1162
2015-02-10,es,KAYAK Deals Email,44
2015-02-10,es,Search Engine Ads,7661
2015-02-10,es,Search Engine Results,2970
2015-02-10,fr,Display Ads,1778
2015-02-10,fr,KAYAK Deals Email,98
2015-02-10,fr,Search Engine Ads,4290
2015-02-10,fr,Search Engine Results,3785
2015-02-10,gb,Display Ads,1318
2015-02-10,gb,KAYAK Deals Email,64
2015-02-10,gb,Search Engine Ads,623
2015-02-10,gb,Search Engine Results,1836
2015-02-10,gb,Travel Search Site,775
2015-02-10,it,Display Ads,403
2015-02-10,it,KAYAK Deals Email,20
2015-02-10,it,Search Engine Ads,2060
2015-02-10,it,Search Engine Results,1141
2015-02-10,us,Display Ads,55286
2015-02-10,us,KAYAK Deals Email,3134
2015-02-10,us,Search Engine Ads,45080
